,,,,Day 5,,,,,,,Day 8,,,,,,,,,,,,,,EOT,,,,,,,,,,,,,
13645-14,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16,DHX38,Q92620,910.5166667,111.6465168,0.285497809,0.121672505,1.179349351,772.05,79.55,979.6166667,159.6752372,0.697194963,0.433816167,1.069217056,1.073679622,0.108267919,0.116123814,0.121672505,0.907310016,916.2,119.2,1.183365777,0.03246325,,,,,,,,,,,,,,
13650-11,Kv channel-interacting protein 1,KCNIP1,Q9NZI2,8531.35,15283.08806,0.356641809,0.308537539,5.364279427,1590.4,262.5,8294.65,14655.19844,0.381567433,0.433816167,4.147947192,1.020170811,0.151307311,0.118580406,0.066807201,0.819528256,1999.7,447.5,1.244826891,0.07591357,,,,,,,,,,,,,,
13651-54,E3 ubiquitin-protein ligase ZFP91,ZFP91,Q96JP5,564.1,272.943358,0.306419159,0.433816167,1.430636571,394.3,85.8,562.3833333,255.0873407,0.296831233,0.433816167,1.367331226,1.021071729,0.09368428,0.683805263,0.433816167,0.966099539,411.3,65.7,1.056901166,0.063358154,,,,,,,,,,,,,,
13652-2,TOM1-like protein 1,TOM1L1,O75674,816.2,63.75356199,0.070377056,0.308537539,1.087251898,750.7,5.6,851.1166667,83.95872829,0.070506059,0.066807201,1.126933686,1.047878146,0.119341762,0.546386817,0.433816167,1.041286637,755.25,21.45,1.006330158,0.036080257,,,,,,,,,,,,,,
13653-335,O-acetyl-ADP-ribose deacetylase MACROD1,MACROD1,Q9BQ69,1033.6,96.03221682,0.644117739,0.308537539,1.069315125,966.6,107.2,1110.083333,198.7727967,0.736719205,0.433816167,0.932568852,1.067848452,0.119090893,0.099926288,0.121672505,0.870981223,1190.35,178.95,1.226029246,0.049161664,,,,,,,,,,,,,,
13654-1,Rho-associated protein kinase 2,ROCK2,O75116,1055.383333,405.4180288,0.676122641,0.308537539,0.929239122,1135.75,2.55,630.5,360.8679075,0.629938409,0.433816167,1.222373013,0.634782456,0.368465758,0.431244751,0.433816167,1.398633762,515.8,148,0.453858954,0.129291358,,,,,,,,,,,,,,
13655-34,Nucleolin,NCL,P19338,315,14.7387245,0.9126944,0.433816167,0.979782271,321.5,47,345.35,28.36904122,0.82962828,0.433816167,1.020688636,1.094831653,0.047564871,0.763203573,0.433816167,1.029035278,338.35,24.65,1.063939864,0.078865237,,,,,,,,,,,,,,
13657-2,Bifunctional polynucleotide phosphatase/kinase,PNKP,Q96T60,1102.033333,266.0005117,0.573099726,0.308537539,1.141885124,965.1,169.6,677.8166667,118.9309382,0.68029019,0.433816167,1.113090839,0.653699117,0.198408137,0.784728496,0.433816167,1.041491005,608.95,124.65,0.627656997,0.0188575,,,,,,,,,,,,,,
13658-31,Platelet-derived growth factor C,PDGFC,Q9NRA1,1193.016667,382.8541646,0.198686181,0.202328381,1.432880935,832.6,155.8,1130.883333,449.7909826,0.300658533,0.308537539,1.343171606,0.944442475,0.1625499,0.389520708,0.433816167,0.931786844,841.95,147.45,1.013582109,0.012570373,,,,,,,,,,,,,,
13659-36,Manganese-transporting ATPase 13A1,ATP13A1,Q9HD20,33424.51667,4833.674423,0.459283868,0.433816167,1.054838732,31686.85,205.45,36646.08333,5692.746643,0.754240787,0.433816167,0.976644205,1.099980446,0.114141928,0.219608898,0.121672505,0.928740779,37522.45,800.55,1.184378323,0.032943651,,,,,,,,,,,,,,
13660-76,Angiopoietin-2,ANGPT2,O15123,12349.16667,4425.891384,0.325044107,0.433816167,1.218749949,10132.65,559.45,13107.61667,3934.96805,0.218105817,0.308537539,1.237530783,1.101321692,0.217252383,0.598655846,0.433816167,1.052690688,10591.75,422.35,1.04619686,0.016081167,,,,,,,,,,,,,,
13661-193,Cystatin-D,CST5,P28325,481.55,144.7631715,0.698438366,0.433422363,1.067975161,450.9,38.2,478.0666667,128.2321549,0.993857851,0.433816167,0.998364136,1.004655991,0.065619502,0.596896894,0.308537539,0.951369509,478.85,72.15,1.05601029,0.070548696,,,,,,,,,,,,,,
13663-2,Interleukin-4,IL4,P05112,196.4333333,26.20595776,0.732747311,0.308537539,1.069315914,183.7,28.2,227.3833333,28.79973476,0.703192038,0.433816167,1.068279696,1.165791251,0.121606165,0.953645705,0.433816167,1.003078992,212.85,28.55,1.162212807,0.022996196,,,,,,,,,,,,,,
13665-35,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha,PPP2R3A,Q06190,677.5333333,66.94733419,0.015422912,0.033376508,1.189280908,569.7,1.9,691.3166667,108.7693035,0.814883111,0.308537539,1.02462823,1.014706147,0.075592182,0.253835845,0.033376508,0.856593563,674.7,44.8,1.18458297,0.082588569,,,,,,,,,,,,,,
13666-222,Carbonic anhydrase-related protein 10,CA10,Q9NS85,1637.8,282.7795313,0.544789256,0.433816167,0.951932578,1720.5,17.7,1616.05,302.7398705,0.434415673,0.308537539,0.921193638,0.989695867,0.082364461,0.639463583,0.308537539,0.97104463,1754.3,91.3,1.019207395,0.042580662,,,,,,,,,,,,,,
13668-44,Tyrosine-protein kinase receptor TYRO3,TYRO3,Q06418,452.45,146.0604983,0.210286206,0.308537539,1.286100057,351.8,29.7,498.05,192.2761794,0.184455338,0.033376508,1.36302682,1.08816821,0.074325693,0.599160572,0.308537539,1.042512478,365.4,9.6,1.043793942,0.06083195,,,,,,,,,,,,,,
13669-6,Fibroblast growth factor receptor 3:Extracellular domain,FGFR3,P22607,9706.816667,1879.29475,0.904431084,0.433816167,0.975804641,9947.5,1516.6,9026.433333,2080.10013,0.525687134,0.308537539,0.900666371,0.97389892,0.309553043,0.788604454,0.433816167,0.959181202,10021.95,1027.05,1.015344043,0.051552729,,,,,,,,,,,,,,
13670-81,Group IIE secretory phospholipase A2,PLA2G2E,Q9NZK7,484.0666667,171.7990751,0.506768076,0.121672505,0.67087058,721.55,247.85,518.5833333,185.1945231,0.419551898,0.066807201,0.677709531,1.071181117,0.038494662,0.855347092,0.433816167,0.979689551,765.2,201.9,1.093388324,0.095760926,,,,,,,,,,,,,,
13671-40,Neutrophil elastase,ELANE,P08246,35615.36667,4319.886618,0.397880668,0.066807201,0.792212236,44956.85,6994.65,40159.15,6577.902785,0.385699266,0.308537539,0.934141187,1.127836285,0.1363762,0.534346834,0.202328381,1.148452415,42990.45,582.55,0.982048773,0.16575088,,,,,,,,,,,,,,
13672-3,Heat shock 70 kDa protein 6,HSPA6,P17066,1474.4,122.5736649,0.940678906,0.433816167,1.010589808,1458.95,162.85,1597.433333,205.2166633,0.680865416,0.433816167,0.927904117,1.082051704,0.083909097,0.077500892,0.121672505,0.919007378,1721.55,225.45,1.177413512,0.023104431,,,,,,,,,,,,,,
13673-21,T-complex protein 1 subunit eta,CCT7,Q99832,6867.883333,1402.979715,0.472374095,0.121672505,1.265724299,5426.05,1377.05,14431.33333,24377.79664,0.445747235,0.202328381,2.670293341,1.823303125,2.880829457,0.606872556,0.202328381,1.669277003,5404.4,554,1.092271158,0.37930207,,,,,,,,,,,,,,
13676-46,Inhibin beta B chain,INHBB,P09529,9863.333333,1001.440638,0.811808189,0.433816167,1.055285701,9346.6,1686.9,10673.23333,3118.656109,0.801517897,0.308537539,0.965859765,1.099314609,0.364820134,0.671829876,0.308537539,0.904137466,11050.5,312.6,1.215871093,0.185998432,,,,,,,,,,,,,,
13678-169,Complement factor D,CFD,P00746,50596.7,4053.579771,0.950270859,0.433816167,1.004310281,50379.55,2530.25,55133.56667,8248.190239,0.47872472,0.433816167,0.950754953,1.086490408,0.114633577,0.513043419,0.202328381,0.94098648,57989.25,671.35,1.154629139,0.07131565,,,,,,,,,,,,,,
13680-3,NGFI-A-binding protein 2,NAB2,Q15742,337.15,29.40321694,0.19490944,0.308537539,1.069638325,315.2,7.2,375.4166667,39.10078502,0.034728667,0.066807201,1.156908064,1.117891096,0.117410958,0.153542323,0.121672505,1.085783147,324.5,6.5,1.029571235,0.002896297,,,,,,,,,,,,,,
13681-173,Casein kinase II subunit alpha',CSNK2A2,P19784,653.5,30.91908796,0.604516032,0.308537539,1.067723225,612.05,58.25,700.9833333,61.55061377,0.986915223,0.433816167,1.002120562,1.071098503,0.05873741,0.042299079,0.066807201,0.937710546,699.5,70.6,1.14224854,0.006640017,,,,,,,,,,,,,,
13682-47,Macrophage colony-stimulating factor 1 receptor,CSF1R,P07333,3855.433333,627.5016538,0.570808126,0.308537539,0.85159661,4527.3,851.4,3732.8,615.488535,0.536684071,0.308537539,0.83606025,0.968608007,0.036918132,0.33252342,0.433816167,0.982037011,4464.75,836.35,0.986325358,0.000752636,,,,,,,,,,,,,,
13683-18,Chloride channel protein ClC-Kb,CLCNKB,P51801,210.5666667,76.82880681,0.504245968,0.308537539,0.088863568,2369.55,2188.15,212.2166667,65.15850972,0.509186801,0.433816167,0.070432507,1.166962383,0.624758292,0.712765452,0.433816167,1.160674714,3013.05,2882.95,1.005417253,0.288217694,,,,,,,,,,,,,,
13686-2,Interleukin-5 receptor subunit alpha,IL5RA,Q01344,1430.25,540.8571492,0.86924713,0.433816167,0.9535,1500,297.7,1551.116667,696.6021902,0.913048324,0.433816167,1.03012895,1.064432873,0.08569637,0.415512979,0.308537539,1.051897156,1505.75,240.15,1.011917246,0.040731843,,,,,,,,,,,,,,
13687-5,C-C motif chemokine 1,CCL1,P22362,993.95,181.2731617,0.544546817,0.433816167,1.062593543,935.4,41.6,1085.616667,164.4560064,0.711973219,0.433816167,1.028240828,1.099183641,0.067273278,0.737069634,0.202328381,0.971002213,1055.8,22.2,1.13200941,0.074076963,,,,,,,,,,,,,,
13688-2,Calcyphosin-like protein,CAPSL,Q8WWF8,410.7333333,52.16869006,0.213816715,0.121672505,1.154393854,355.8,25.7,440.1166667,68.90910478,0.067582909,0.121672505,1.194508527,1.068676662,0.073904914,0.774272121,0.433816167,1.026712186,368.45,0.55,1.040872677,0.073638077,,,,,,,,,,,,,,
13689-2,Ornithine decarboxylase,ODC1,P11926,1505.7,147.1175267,0.857876295,0.433816167,1.023137295,1471.65,146.05,1623.416667,172.3465735,0.993977258,0.433816167,1.000441651,1.085098173,0.129904146,0.816171733,0.433816167,0.977261698,1622.7,47.9,1.110345546,0.077644798,,,,,,,,,,,,,,
13690-26,Biglycan,BGN,P21810,3775.666667,1297.68248,0.703192462,0.433816167,0.83067491,4545.3,1520.9,3505,961.5735108,0.710492008,0.433816167,0.826397567,0.946057511,0.111457371,0.725059483,0.308537539,1.021510416,4241.3,1503.4,0.926135942,0.020865475,,,,,,,,,,,,,,
13691-10,Sodium-coupled monocarboxylate transporter 1,SLC5A8,Q8N695,3250.75,209.2978958,0.100770901,0.121672505,1.112146975,2922.95,102.55,3077.75,238.5068325,0.766285872,0.433816167,1.073789795,0.948417873,0.066163814,0.890494906,0.433816167,0.972524918,2866.25,549.05,0.9752119,0.153626309,,,,,,,,,,,,,,
13692-154,WNT1-inducible-signaling pathway protein 1,CCN4,O95388,468.05,51.07020495,0.337376161,0.308537539,0.915859505,511.05,28.35,459.3833333,58.62281742,0.393169516,0.433816167,1.056539405,0.982265468,0.074729874,0.18404061,0.066807201,1.150544793,434.8,2.9,0.85373944,0.053034954,,,,,,,,,,,,,,
13693-5,Cerebral dopamine neurotrophic factor,CDNF,Q49AH0,699.1833333,109.1259122,0.338473441,0.308537539,1.079736442,647.55,0.35,773.8833333,134.9851278,0.137043365,0.121672505,1.163122166,1.10851844,0.112554094,0.204279158,0.202328381,1.07884752,665.35,16.65,1.027502422,0.026267664,,,,,,,,,,,,,,
13694-24,Cytokine receptor-like factor 2,CRLF2,Q9HC73,480.4,487.7975297,0.521349359,0.433816167,1.493548889,321.65,81.75,508.4666667,512.8135453,0.555050456,0.433816167,1.451724958,1.06329627,0.05335129,0.89575102,0.433816167,0.990480079,350.25,107.25,1.073516058,0.060594007,,,,,,,,,,,,,,
13697-51,Glycerol-3-phosphate dehydrogenase [NAD(+)]; cytoplasmic,GPD1,P21695,2611.033333,506.3245161,0.111380735,0.066807201,1.346552865,1939.05,220.35,2541.35,689.0982265,0.244569913,0.202328381,1.200448748,0.967440622,0.170796908,0.262522203,0.202328381,0.880038518,2117,113.5,1.099316226,0.066390413,,,,,,,,,,,,,,
13698-28,Dyslexia-associated protein KIAA0319-like protein,KIAA0319L,Q8IZA0,742.7,52.42092458,0.673206586,0.308537539,1.04056042,713.75,50.95,770.2666667,87.78755923,0.981348268,0.433816167,0.996463993,1.034871302,0.064421583,0.531234343,0.202328381,0.958709868,773,90.7,1.079441587,0.050020947,,,,,,,,,,,,,,
13699-6,Prostate-specific antigen,KLK3,P07288,549.2333333,175.4166627,0.115661202,0.066807201,1.393109279,394.25,30.55,574.8666667,237.2679475,0.223024638,0.121672505,1.345819189,1.02207002,0.082769828,0.488571676,0.202328381,0.938884427,427.15,7.05,1.088600461,0.066472401,,,,,,,,,,,,,,
13700-10,Annexin A2,ANXA2,P07355,9327.966667,1320.120441,0.458407568,0.308537539,0.835289184,11167.35,1672.65,8783.45,2377.619086,0.924925103,0.433816167,1.012332233,0.938604117,0.184414866,0.482174578,0.308537539,1.17673735,8676.45,208.05,0.797632638,0.138099928,,,,,,,,,,,,,,
13701-2,C-X-C motif chemokine 13,CXCL13,O43927,943.6,111.4964723,0.243241561,0.121672505,0.934627575,1009.6,2.9,935.4666667,73.7791449,0.533158703,0.202328381,0.961573384,1.00021792,0.098976115,0.558527853,0.308537539,1.038116873,972.85,40.35,0.963492595,0.037198763,,,,,,,,,,,,,,
13704-5,Hydroxymethylglutaryl-CoA synthase; mitochondrial,HMGCS2,P54868,469.6666667,151.70984,0.552139421,0.433816167,1.19965943,391.5,90.3,418.5166667,157.3386731,0.679896279,0.433816167,0.736889984,0.898222318,0.139325774,0.432692932,0.202328381,0.659006274,567.95,271.95,1.362995093,0.380259369,,,,,,,,,,,,,,
13706-12,Interleukin-12 receptor subunit beta-1,IL12RB1,P42701,412.2666667,43.64988227,0.528642034,0.433816167,1.050762499,392.35,20.35,469.2,54.30309997,0.305620279,0.308537539,1.07454483,1.141923571,0.112011308,0.618166637,0.433816167,1.025191694,436.65,15.45,1.113863464,0.0183946,,,,,,,,,,,,,,
13707-27,SPARC-like protein 1,SPARCL1,Q14515,6185.45,431.0076865,0.929035829,0.433816167,1.012920553,6106.55,698.25,6395.05,680.262363,0.169123527,0.121672505,0.906764881,1.036754999,0.112139902,0.364450043,0.121672505,0.889610676,7052.6,254.1,1.165403055,0.091646295,,,,,,,,,,,,,,
13708-56,Kallikrein-8,KLK8,O60259,2408.4,699.7079819,0.469193263,0.308537539,0.846032248,2846.7,404.9,2607.016667,724.0334371,0.40024302,0.433816167,0.894007979,1.098260447,0.185782858,0.845461495,0.433816167,1.045060569,2916.1,105.4,1.050906023,0.186500808,,,,,,,,,,,,,,
13710-6,Plasma protease C1 inhibitor,SERPING1,P05155,17452.11667,2453.509818,0.757003915,0.308537539,1.063579511,16408.85,2559.15,17074.48333,1787.287343,0.890562566,0.433816167,0.982921875,0.98415206,0.06494356,0.400693911,0.121672505,0.920676989,17371.15,1652.05,1.068943909,0.066033744,,,,,,,,,,,,,,
13711-10,Clathrin heavy chain 1,CLTC,Q00610,672,41.20238666,0.928245674,0.433816167,1.003659174,669.55,17.45,711.0666667,47.60905609,0.582555294,0.308537539,0.961745678,1.059569709,0.059942684,0.314538779,0.202328381,0.960130687,739.35,36.75,1.103568217,0.026126107,,,,,,,,,,,,,,
13712-104,Granzyme A,GZMA,P12544,959.9166667,199.9851279,0.924584696,0.433816167,1.021622676,939.6,162.7,935.7,195.2119703,0.832621227,0.433816167,1.026043094,0.99147697,0.164581713,0.985898702,0.433816167,1.00258756,911.95,61.35,0.988918086,0.105946118,,,,,,,,,,,,,,
13713-164,Vesicle-trafficking protein SEC22a,SEC22A,Q96IW7,649.1,176.7975301,0.329376514,0.308537539,0.882528892,735.5,15.3,498.25,65.05202405,0.091610556,0.066807201,0.83221981,0.799366124,0.14212554,0.842254597,0.433816167,0.982623479,598.7,30.2,0.813501958,0.024137893,,,,,,,,,,,,,,
13717-15,Ficolin-2,FCN2,Q15485,26838.75,5405.545975,0.181948885,0.121672505,1.164618509,23045.1,564.1,28548.75,6578.257368,0.19640912,0.121672505,1.181670678,1.056128472,0.068544268,0.836845146,0.433816167,1.007042926,24159.65,235.35,1.048742258,0.015458623,,,,,,,,,,,,,,
13719-19,Serine/threonine-protein kinase PAK 4,PAK4,O96013,3343.583333,591.310602,0.840138335,0.308537539,1.017090507,3287.4,0.3,1451.833333,286.8559491,0.942382033,0.433816167,1.025631969,0.451752175,0.134222252,0.892879453,0.433816167,1.049099179,1415.55,394.25,0.430609597,0.119966899,,,,,,,,,,,,,,
13720-95,Myeloblastin,PRTN3,P24158,2267.133333,648.662888,0.503914109,0.202328381,0.713787965,3176.2,940.6,2438.3,686.6414906,0.515256189,0.202328381,0.723498954,1.080321514,0.056385258,0.481261581,0.121672505,1.018072585,3370.15,997.25,1.061143901,0.000271379,,,,,,,,,,,,,,
13722-105,Complement component C9,C9,P02748,50079.71667,8167.086253,0.300704653,0.121672505,1.17886775,42481.2,4560,52635.88333,10025.77011,0.085035779,0.121672505,1.223272424,1.049113325,0.074304921,0.854417235,0.433816167,1.024286104,43028.75,178.95,1.024238561,0.105730955,,,,,,,,,,,,,,
13723-6,Interleukin-10,IL10,P22301,850.8,192.4248425,0.741068726,0.433816167,0.962606777,883.85,41.35,786.5,154.4867956,0.326407434,0.308537539,0.883211679,0.940150128,0.138204859,0.353420329,0.202328381,0.934114927,890.5,61.7,1.006460876,0.022722003,,,,,,,,,,,,,,
13724-27,Fibroblast growth factor 19,FGF19,O95750,4540.066667,3546.227511,0.426856012,0.433816167,1.485478084,3056.3,719,2953.3,739.9820809,0.581439914,0.308537539,0.69524583,0.824048847,0.256702598,0.23359657,0.066807201,0.617780741,4247.85,1686.35,1.33388562,0.237962975,,,,,,,,,,,,,,
13725-3,Fibroblast growth factor 16,FGF16,O43320,1897.383333,232.0162093,0.768481739,0.433816167,1.01730917,1865.1,5.3,2059.833333,171.9984948,0.654834971,0.433816167,0.970886752,1.091563508,0.071456047,0.548954829,0.308537539,0.959464001,2121.6,95.3,1.137680524,0.054329369,,,,,,,,,,,,,,
13726-4,T-lymphocyte activation antigen CD80,CD80,P33681,277.8,124.5993713,0.55472127,0.433816167,0.30876959,899.7,740.1,316.6166667,127.1297555,0.554295841,0.433816167,0.309513336,1.172745787,0.17094238,0.717129552,0.308537539,1.025742163,1022.95,839.25,1.143314401,0.007688105,,,,,,,,,,,,,,
13727-44,Speckle-type POZ protein,SPOP,O43791,535.3666667,57.42721964,0.893799385,0.433816167,1.029353329,520.1,89.8,590.3,80.01189495,0.753685406,0.308537539,1.058264611,1.110701642,0.172454487,0.719030444,0.433816167,1.029716167,557.8,78.3,1.078648348,0.035690486,,,,,,,,,,,,,,
13728-19,Endoplasmic reticulum resident protein 29,ERP29,P30040,2265.366667,771.377462,0.84060256,0.308537539,0.96777455,2340.8,96.4,1038.283333,240.0382429,0.938483132,0.433816167,0.978266673,0.497231955,0.166009977,0.806390762,0.433816167,1.085083178,1061.35,230.35,0.45824317,0.117278128,,,,,,,,,,,,,,
13729-26,Sideroflexin-5,SFXN5,Q8TD22,478.1833333,124.2145109,0.104169222,0.066807201,1.301002131,367.55,10.55,521.9666667,119.9955647,0.09459137,0.066807201,1.289602635,1.106934154,0.148913742,0.931818847,0.433816167,1.006135184,404.75,24.75,1.100184321,0.035758551,,,,,,,,,,,,,,
13730-18,Dipeptidyl peptidase 1,CTSC,P53634,5894.666667,1044.246929,0.942426418,0.433816167,1.017892553,5791.05,1114.05,5996.783333,1767.439322,0.715339907,0.433816167,1.071859035,0.998897248,0.140240324,0.863322279,0.433816167,1.018821235,5594.75,660.55,0.980444079,0.074548437,,,,,,,,,,,,,,
13731-14,Complement component C7,C7,P10643,24247.78333,1881.696822,0.541437513,0.308537539,0.888023165,27305.35,3523.25,24387.53333,1788.358657,0.297217025,0.033376508,0.815775712,1.009413558,0.081688698,0.150725623,0.121672505,0.918330566,29894.9,2952.9,1.09918323,0.033685608,,,,,,,,,,,,,,
13732-79,Cardiotrophin-1,CTF1,Q16619,2059.216667,169.8264547,0.715417125,0.433816167,0.901978391,2283,466.8,2031.333333,138.1152498,0.782086902,0.433816167,0.924299647,0.988731665,0.048213854,0.273529875,0.308537539,1.028819916,2197.7,466.5,0.961034725,0.007835738,,,,,,,,,,,,,,
13733-5,Interleukin-12 subunit beta,IL12B,P29460,306.25,47.17848203,0.326202835,0.308537539,1.084838824,282.3,7.4,320.9333333,26.15745061,0.904124628,0.433816167,1.013047138,1.065229833,0.133354671,0.573728429,0.433816167,0.950656962,316.8,26.5,1.120519678,0.064499307,,,,,,,,,,,,,,
13734-22,Interferon lambda-1,IFNL1,Q8IU54,617.3666667,32.42379099,0.739923361,0.433816167,0.98416494,627.3,21.7,666.2166667,24.44731864,0.814252899,0.433816167,1.005382429,1.082951222,0.082106724,0.569565015,0.433816167,1.024442212,662.65,9.15,1.057113042,0.021982071,,,,,,,,,,,,,,
13735-1,Rap1 GTPase-activating protein 1,RAP1GAP,P47736,597.7,40.8320544,0.267801993,0.121672505,0.924874275,646.25,26.65,601.3333333,30.54999545,0.097231621,0.066807201,0.930856553,1.007948086,0.038699575,0.79568816,0.433816167,1.007510964,646,13.8,1.000433863,0.019901837,,,,,,,,,,,,,,
13738-8,Inhibin beta A chain,INHBA,P08476,1046.783333,265.9119868,0.322787261,0.202328381,0.796760035,1313.8,170.9,1111.8,349.8711287,0.474369204,0.433816167,0.892510235,1.051685249,0.161596346,0.746991001,0.308537539,1.081466324,1245.7,79.2,0.972462319,0.18678171,,,,,,,,,,,,,,
13739-3,Leucine-rich repeat transmembrane protein FLRT1,FLRT1,Q9NZU1,381.5,73.99927928,0.805942979,0.433816167,1.062230266,359.15,69.15,433.9166667,53.79118319,0.916381096,0.433816167,0.97487456,1.158649162,0.141127373,0.252715923,0.121672505,0.934114191,445.1,83.8,1.24037208,0.005489988,,,,,,,,,,,,,,
13740-51,Secreted frizzled-related protein 3,FRZB,Q92765,2741.966667,784.2370893,0.995525359,0.433816167,1.001430458,2738.05,512.65,2791.8,662.3034375,0.839536328,0.433816167,1.045598397,1.02958402,0.063680362,0.233394355,0.121672505,1.051231601,2670.05,440.05,0.979407411,0.022659633,,,,,,,,,,,,,,
13741-36,Insulin-like growth factor-binding protein 1,IGFBP1,P08833,7206.033333,3334.044056,0.97941398,0.433816167,0.979306815,7358.3,4642.1,10609.75,3601.071851,0.478074689,0.202328381,0.7181293,2.162197047,1.689473264,0.714737999,0.202328381,0.782949291,14774.15,4027.65,2.761605474,1.194841032,,,,,,,,,,,,,,
